ID,Asset,Log
250,Windows,2025/05/16 03:30:46 web-prod-02 Logon Type: 10. New Logon: Security ID: S-1-5-21-919898-6883 Account Name: monitoring Account Domain: WORKGROUP
251,Database,2025-04-30T23:40:59.617227Z auth-server mysql[24424]: User replication connected to database development from 10.0.64.169
252,Database,Oracle Audit: LOGON: USER: 'app_user' PRIVILEGE: 'SYSOPER' SUCCESS
253,SSH,2025-05-25 20:41:33 backup-server sshd[63099]: pam_unix(sshd:session): session opened for user support by (uid=0)
254,SSH,sshd[32325]: Successful authentication for www-data from 172.17.207.34 port 51165
255,WebServer,[16/May/2025:18:34:01 +0000] ad-controller-01 apache2[2436]: Auth: user bob@PROD : authentication successful
256,Database,May 04 13:36:36 auth-server Oracle Audit: LOGON: USER: 'replication' PRIVILEGE: 'SYSDBA' SUCCESS
257,Database,2025/05/03 20:29:25 mail-server mysql[3122]: User app_user connected to database master from 172.17.164.145
258,SSH,[11/May/2025:23:18:37 +0000] proxy-01 sshd[30270]: pam_unix(sshd:session): session opened for user mysql by (uid=0)
259,Database,2025/05/16 14:38:43 mail-server Oracle Audit: LOGON: USER: 'backup' PRIVILEGE: 'SYSDBA' SUCCESS
260,Database,mysql[48971]: Access granted for user 'dbadmin'@'10.0.87.153' (using password: YES)
261,Database,2025-05-08 22:45:01 monitoring-01 mysql[40801]: Access granted for user 'backup'@'2001:db8::1531' (using password: YES)
262,Application,"2025-05-05T02:06:17.617227Z db-master [INFO] SecurityManager - Login successful for user: demo, IP: 100.64.40.14"
263,SSH,2025-04-28 01:28:42 k8s-worker-01 sshd[12195]: Accepted keyboard-interactive for dbadmin from 100.64.217.30 port 50104 ssh2: RSA SHA256:d52f44f08f2d
264,Linux,2025-05-18 14:51:30 web-prod-02 su[59031]: + pts/7 david:apache
265,Linux,login[46643]: pam_unix(login:session): session opened for user demo by LOGIN(uid=0)
266,Linux,sudo: pam_unix(sudo:session): session opened for user web_admin by service(uid=1586)
267,Database,Oracle Audit: LOGON: USER: 'backup' PRIVILEGE: 'NORMAL' SUCCESS
268,Linux,2025-04-30 02:34:54 monitoring-01 su[53983]: Successful su for alice by administrator
269,WebServer,May 08 04:06:59 db-master apache2[6703]: Auth: user web_admin@internal.local : authentication successful
270,Windows,[22/May/2025:03:06:04 +0000] web-prod-02 Logon Type: 7. New Logon: Security ID: S-1-5-21-661652-6633 Account Name: jenkins Account Domain: INTERNAL
271,Database,Oracle Audit: LOGON: USER: 'app_user' PRIVILEGE: 'SYSDBA' SUCCESS
272,Application,"2025-05-06T20:32:19.617227Z k8s-worker-02 [INFO] SecurityManager - Login successful for user: nagios, IP: 172.17.35.77"
273,Other,May 02 05:48:11 mail-server mariadb[57832]: User readonly connected to database production from 172.16.17.80
274,Linux,login[14154]: pam_unix(login:session): session opened for user user by LOGIN(uid=0)
275,Linux,2025-05-15T07:06:19.617227Z proxy-01 su[25140]: + pts/6 zabbix:backup
276,Windows,2025-05-08T15:50:33.617227Z file-server An account was successfully logged on. Subject: Security ID: S-1-5-21-271456-5237 Logon Type: 7
277,Other,tomcat[34638]: User [root] successfully authenticated via LDAP
278,Application,"[INFO] SecurityManager - Login successful for user: web_admin, IP: 172.17.120.78"
279,WebServer,nginx[43424]: Successful login: user=analyst ip=10.0.124.17 session=028861bd
280,Application,"[INFO] SecurityManager - Login successful for user: bob, IP: 198.51.100.170.82"
281,Other,2025-05-10 12:50:37 mail-server tomcat[27515]: User [web_admin] successfully authenticated via OAuth
282,WebServer,2025/04/29 13:17:57 k8s-master-01 apache2[31853]: Auth: user alice@TEST : authentication successful
283,Application,2025-05-17T09:40:52.617227Z db-slave-01 httpd[20270]: Successful login: user=backup ip=10.0.121.228 session=49434268
284,Linux,May 16 02:33:27 web-prod-01 su[27816]: + pts/5 bob:backup
285,Database,[06/May/2025:09:19:20 +0000] k8s-worker-01 Oracle Audit: LOGON: USER: 'app_user' PRIVILEGE: 'SYSDBA' SUCCESS
286,SSH,2025/05/05 23:29:33 jenkins-master sshd[35981]: Accepted password for apache from 203.0.113.194.214 port 57400 ssh2
287,Linux,2025-04-26 13:15:01 ldap-master systemd-logind[26136]: New session 516 of user helpdesk.
288,Windows,An account was successfully logged on. Subject: Security ID: S-1-5-21-820141-3192 Logon Type: 10
289,Database,2025/05/06 21:19:51 loadbalancer postgres[15969]: LOG:  connection authorized: user=app_user database=development
290,Windows,2025-05-18T07:00:38.618212Z ad-controller-01 Logon Type: 11. New Logon: Security ID: S-1-5-21-150290-2771 Account Name: sysadmin Account Domain: CORPORATE
291,SSH,sshd[28582]: pam_unix(sshd:session): session opened for user demo by (uid=0)
292,SSH,[10/May/2025:16:22:02 +0000] jenkins-master sshd[48105]: Successful authentication for john from 10.0.128.51 port 59955
293,Linux,2025-05-05 19:46:40 proxy-01 systemd-logind[36922]: New session 509 of user michael.
294,Linux,systemd-logind[52087]: New session 524 of user test.
295,Application,"2025-04-29T21:43:53.618212Z ad-controller-01 [INFO] SecurityManager - Login successful for user: user, IP: 192.168.219.75"
296,Linux,su[24430]: + pts/4 developer:gitlab
297,Linux,Apr 28 17:37:39 mail-server systemd-logind[27265]: New session 410 of user backup.
298,SSH,2025-04-29T00:47:54.618212Z proxy-01 sshd[60718]: User monitoring from 100.64.47.157 authenticated successfully
299,Database,2025-04-29 01:10:58 auth-server postgres[59169]: LOG:  connection authorized: user=backup database=admin
300,Linux,[19/May/2025:07:22:05 +0000] db-slave-01 gdm-password][58222]: pam_unix(gdm-password:session): session opened for user service by (uid=0)
301,Windows,2025-05-16T14:41:15.618212Z loadbalancer Logon Type: 2. New Logon: Security ID: S-1-5-21-774652-3571 Account Name: zabbix Account Domain: INTERNAL
302,Database,May 10 23:03:46 k8s-worker-01 mongodb[54549]: Successfully authenticated as principal app_user on production
303,Database,May 12 12:20:55 backup-server postgres[37512]: LOG:  connection authorized: user=replication database=production
304,Database,Oracle Audit: LOGON: USER: 'replication' PRIVILEGE: 'SYSDBA' SUCCESS
305,Linux,[28/Apr/2025:17:13:39 +0000] db-master systemd-logind[23371]: New session 364 of user devops.
306,WebServer,2025-04-27 01:51:04 db-master nginx[13839]: Successful login: user=sarah ip=198.51.100.56.118 session=ed6db0fc
307,Database,2025-05-13 04:13:48 mail-server mongodb[44152]: Successfully authenticated as principal replication on master
308,Application,2025/05/04 15:27:22 jenkins-master Special privileges assigned to new logon: User: WORKGROUP\netadmin Privileges: SeDebugPrivilege
309,Database,mysql[10055]: Access granted for user 'backup'@'172.18.216.180' (using password: YES)
310,Application,2025/05/16 00:36:59 loadbalancer Special privileges assigned to new logon: User: INTERNAL\security Privileges: SeDebugPrivilege
311,Database,2025-05-22T21:02:44.618212Z monitoring-01 postgres[38397]: User backup connected to database master from 198.51.100.207.4
312,Linux,2025-05-15 08:38:08 backup-server su[45786]: + pts/4 user:bob
313,Windows,Windows Logon: User WORKGROUP\audit logged on successfully from 198.51.100.107.245
314,WebServer,apache2[4525]: Successful login: user=admin ip=100.64.213.58 session=eb670a04
315,Other,2025/05/18 18:34:10 web-prod-01 tomcat[12627]: User [security] successfully authenticated via LDAP
316,Other,2025-05-24T00:24:14.618212Z mail-server tomcat[47510]: User [bob] successfully authenticated via SAML
317,Windows,Logon Type: 11. New Logon: Security ID: S-1-5-21-267112-7814 Account Name: system Account Domain: WORKGROUP
318,Application,"2025-04-28 02:04:49 backup-server [INFO] SecurityManager - Login successful for user: dbadmin, IP: 100.64.144.211"
319,SSH,May 01 06:16:16 jenkins-master sshd[25993]: pam_unix(sshd:session): session opened for user web_admin by (uid=0)
320,Linux,[05/May/2025:01:55:34 +0000] db-master su[34678]: + pts/8 mary:demo
321,Linux,May 16 21:39:43 mail-server sudo: pam_unix(sudo:session): session opened for user git by sysadmin(uid=1024)
322,Application,2025-05-23 05:44:06 app-server-01 tomcat[5616]: Successful login: user=support ip=198.51.100.100.116 session=4e3c8000
323,Windows,Logon Type: 2. New Logon: Security ID: S-1-5-21-475075-9238 Account Name: demo Account Domain: INTERNAL
324,Database,2025/05/06 18:25:04 web-prod-01 mongodb[54878]: Successfully authenticated as principal dbadmin on admin
325,Application,Special privileges assigned to new logon: User: WORKGROUP\support Privileges: SeRestorePrivilege
326,WebServer,2025-05-08 20:49:59 vpn-gateway nginx[28043]: User 'sysadmin' logged in successfully from 172.17.158.214
327,Windows,2025/05/05 02:29:41 ldap-master Logon Type: 7. New Logon: Security ID: S-1-5-21-804313-2103 Account Name: mysql Account Domain: CORPORATE
328,SSH,2025/05/16 09:34:47 backup-server sshd[21826]: Accepted publickey for gitlab from 172.18.178.150 port 44993 ssh2: RSA SHA256:6b23f49d86c1
329,Linux,gdm-password][49484]: pam_unix(gdm-password:session): session opened for user git by (uid=0)
330,Database,mongodb[30186]: Successfully authenticated as principal readonly on test
331,Linux,2025-05-26 04:07:22 file-server sudo: pam_unix(sudo:session): session opened for user devops by test(uid=1869)
332,SSH,2025-04-29 13:36:18 proxy-02 sshd[18079]: Successful authentication for system from 172.16.94.101 port 47317
333,SSH,2025-04-26T04:01:52.618212Z proxy-01 sshd[24846]: User admin from 172.16.194.132 authenticated successfully
334,WebServer,[01/May/2025:11:20:17 +0000] web-prod-02 apache2[15340]: Auth: user nagios@DEV : authentication successful
335,SSH,2025-05-14 02:20:24 ad-controller-01 sshd[7764]: pam_unix(sshd:session): session opened for user service by (uid=0)
336,SSH,2025-05-07T22:11:51.618212Z vpn-gateway sshd[17487]: Successful authentication for jennifer from 203.0.113.210.223 port 51306
337,Linux,2025-05-06T23:52:40.618212Z k8s-worker-02 su[6052]: Successful su for sysadmin by oracle
338,WebServer,2025-05-08 17:36:07 web-prod-02 apache2[32556]: Auth: user security@corp.local : authentication successful
339,Application,Special privileges assigned to new logon: User: WORKGROUP\david Privileges: SeRestorePrivilege
340,WebServer,apache2[15194]: Auth: user gitlab@corp.local : authentication successful
341,Linux,May 19 10:20:39 web-prod-01 sudo: pam_unix(sudo:session): session opened for user mysql by mary(uid=1610)
342,Linux,2025-05-11 03:06:45 proxy-02 sudo: pam_unix(sudo:session): session opened for user zabbix by security(uid=1620)
343,SSH,2025-05-13 10:49:45 k8s-worker-02 sshd[32604]: Accepted keyboard-interactive for alice from 192.168.230.241 port 65390 ssh2
344,Linux,May 11 14:45:53 jenkins-master login[32596]: pam_unix(login:session): session opened for user web_admin by LOGIN(uid=0)
345,Windows,May 01 12:18:24 db-slave-01 Windows Logon: User WORKGROUP\admin logged on successfully from 192.168.97.168
346,Database,mysql[17622]: User readonly connected to database master from 203.0.113.157.71
347,Other,May 04 09:57:39 backup-server mariadb[52366]: User replication connected to database admin from 100.64.65.254
348,Database,May 25 17:20:07 app-server-01 mysql[7571]: Access granted for user 'app_user'@'203.0.113.206.141' (using password: YES)
349,Linux,[07/May/2025:20:58:23 +0000] ldap-master sudo: guest : TTY=pts/1 ; PWD=/home/guest ; USER=git ; COMMAND=/usr/bin/vim
350,Windows,2025-05-25T03:12:14.618212Z ldap-master An account was successfully logged on. Subject: Security ID: S-1-5-21-160254-3871 Logon Type: 11
351,Linux,gdm-password][3363]: pam_unix(gdm-password:session): session opened for user postgres by (uid=0)
352,Database,2025/05/03 04:46:10 k8s-master-01 Oracle Audit: LOGON: USER: 'backup' PRIVILEGE: 'SYSDBA' SUCCESS
353,WebServer,2025/05/16 18:53:15 loadbalancer nginx[40738]: User 'sarah' logged in successfully from 192.168.67.45
354,Windows,2025-05-14T01:54:33.618212Z gitlab-runner-01 An account was successfully logged on. Subject: Security ID: S-1-5-21-495397-8923 Logon Type: 10
355,Database,2025-04-30T12:40:12.618212Z proxy-01 Oracle Audit: LOGON: USER: 'replication' PRIVILEGE: 'SYSDBA' SUCCESS
356,Application,"[INFO] SecurityManager - Login successful for user: support, IP: 172.17.128.189"
357,Linux,[27/Apr/2025:20:01:05 +0000] ldap-master su[14288]: Successful su for postgres by developer
358,SSH,2025-05-02T06:27:22.618212Z auth-server sshd[63783]: Successful authentication for monitoring from 203.0.113.127.230 port 58825
359,Linux,[29/Apr/2025:00:55:36 +0000] db-master systemd-logind[35454]: New session 819 of user git.
360,Windows,2025-05-18T17:09:31.618212Z monitoring-01 Windows Logon: User WORKGROUP\admin logged on successfully from 10.0.84.93
361,Database,mysql[23485]: User readonly connected to database development from 172.17.108.180
362,Other,tomcat[12789]: User [support] successfully authenticated via SAML
363,Linux,2025/04/28 02:11:13 proxy-01 su[53431]: Successful su for bob by monitoring
364,Application,"2025/05/03 12:28:24 loadbalancer [INFO] SecurityManager - Login successful for user: support, IP: 172.16.16.56"
365,Windows,2025/05/09 16:55:29 gitlab-runner-01 An account was successfully logged on. Subject: Security ID: S-1-5-21-120798-7746 Logon Type: 7
366,Windows,2025-04-27 12:18:07 auth-server Windows Logon: User INTERNAL\developer logged on successfully from 172.16.223.43
367,Database,2025/05/14 13:48:19 auth-server postgres[6184]: LOG:  connection authorized: user=app_user database=test
368,Windows,Windows Logon: User CORPORATE\root logged on successfully from 172.18.241.191
369,SSH,sshd[11938]: Accepted publickey for demo from 2001:db8::1e49 port 57971 ssh2: RSA SHA256:49323ec67b9f
370,Windows,2025-05-22T18:10:54.619221Z web-prod-01 Logon Type: 2. New Logon: Security ID: S-1-5-21-375201-3544 Account Name: guest Account Domain: WORKGROUP
371,SSH,2025-05-21 04:06:18 k8s-worker-02 sshd[57385]: pam_unix(sshd:session): session opened for user monitoring by (uid=0)
372,Windows,2025-05-26T05:51:59.619221Z k8s-master-01 An account was successfully logged on. Subject: Security ID: S-1-5-21-605048-9841 Logon Type: 7
373,Other,tomcat[36068]: User [admin] successfully authenticated via local
374,Windows,2025-05-24 09:04:32 ldap-master An account was successfully logged on. Subject: Security ID: S-1-5-21-531736-8161 Logon Type: 3
375,Application,"2025-05-18T00:05:16.619221Z gitlab-runner-01 [INFO] SecurityManager - Login successful for user: system, IP: 10.0.47.35"
376,SSH,sshd[4252]: Accepted keyboard-interactive for root from 10.0.73.69 port 44097 ssh2: RSA SHA256:c29922cd7ce7
377,Linux,systemd-logind[10875]: New session 16 of user nagios.
378,Database,Oracle Audit: LOGON: USER: 'dbadmin' PRIVILEGE: 'SYSDBA' SUCCESS
379,SSH,sshd[31811]: Successful authentication for sarah from 172.18.210.98 port 40413
380,Linux,sudo: postgres : TTY=pts/0 ; PWD=/home/postgres ; USER=gitlab ; COMMAND=/bin/su
381,SSH,2025/04/27 05:11:40 proxy-01 sshd[44647]: Successful authentication for monitoring from 172.18.240.83 port 45197
382,WebServer,May 23 09:54:32 web-prod-02 nginx[24620]: User 'user' logged in successfully from 172.17.163.112
383,Windows,Windows Logon: User CORPORATE\guest logged on successfully from 203.0.113.239.249
384,SSH,[06/May/2025:10:52:50 +0000] file-server sshd[24299]: Accepted keyboard-interactive for bob from 10.0.33.125 port 47624 ssh2
385,SSH,2025-05-11 16:08:36 k8s-master-01 sshd[24472]: User alice from 192.168.125.181 authenticated successfully
386,Other,2025-05-12 21:55:07 k8s-worker-01 tomcat[19043]: User [analyst] successfully authenticated via local
387,Linux,2025-04-26T04:52:23.619221Z proxy-02 systemd-logind[41614]: New session 878 of user apache.
388,Other,Apr 30 18:32:52 file-server mariadb[11101]: User replication connected to database test from 203.0.113.29.25
389,SSH,May 25 11:30:09 web-prod-01 sshd[13557]: User administrator from 198.51.100.169.126 authenticated successfully
390,Linux,gdm-password][33204]: pam_unix(gdm-password:session): session opened for user guest by (uid=0)
391,Database,Oracle Audit: LOGON: USER: 'dbadmin' PRIVILEGE: 'NORMAL' SUCCESS
392,Windows,Logon Type: 2. New Logon: Security ID: S-1-5-21-860397-4784 Account Name: system Account Domain: INTERNAL
393,Windows,2025-05-14T06:23:05.619221Z loadbalancer Windows Logon: User INTERNAL\security logged on successfully from 10.0.43.203
394,Windows,2025/05/20 09:55:12 k8s-master-01 Windows Logon: User INTERNAL\apache logged on successfully from 203.0.113.156.62
395,Database,mongodb[63903]: Successfully authenticated as principal backup on production
